lvl,sec,voen,vojp,s,en,cn,jp
18,227,vocs_over_over_monastery2_intro_n00,vocs_monastery2_intro_n00_jp,BROGUNSON,"Remember how you told me about patience, Mugen-sensei? Let us see how patient you can be.",还记得曾经教过我要忍耐吗？现在倒要看看无限老师你怎么忍耐。,覚えているか？忍耐がなんとやらを教えてくれたことを。武源先生の忍耐を見せてもらいますよ。
18,227,vocs_over_over_monastery2_intro_n01,vocs_monastery2_intro_n01_jp,WARRIOR,Hrm …,嗯……,うー…。
18,227,vocs_over_over_monastery2_intro_n02,vocs_monastery2_intro_n02_jp,BROGUN,"Masaru, do not waste your words.  Important things are about to happen.",真申，别废话。马上要办大事了。,勝、余計な事は言うな。大事なことはこれからだ。
18,227,vocs_over_over_monastery2_intro_n03,vocs_monastery2_intro_n03_jp,SHOGUNSON,"Noboru-sama, Mugen-sensei, Masaru-san. What a pleasant surprise!",昇大人，无限老师，真申兄弟。你们怎么来了！,昇様、武源先生、勝さん。どうされたのですか？
18,227,vocs_over_over_monastery2_intro_n04,vocs_monastery2_intro_n04_jp,BROGUN,"Dear nephew, you cannot know how delighted I am to see you.",侄儿啊，你不知道我看到你有多高兴。,甥よ、余はお主と会えてどれだけ嬉しいことか。
18,227,vocs_over_over_monastery2_intro_n05,vocs_monastery2_intro_n05_jp,SHOGUNSON,"You bring good news, I hope? Has Kage-sama been defeated?",是有好消息了吧？影大人被打败了吗？,いい知らせがあるのですね？カゲサマは倒されたのですね？
18,227,vocs_over_over_monastery2_intro_n06,vocs_monastery2_intro_n06_jp,BROGUN,"I am afraid matters have changed quite drastically, nephew.",很遗憾，侄儿。事态恐怕和你想象的天差地别。,残念だが、ことが大きく変わってしまったのだ、甥よ。
18,228,vocs_over_over_monastery2_intro_n07,vocs_monastery2_intro_n07_jp,WARRIOR,"I have failed you, my lord...",恕属下失职，龙之介大人……,失敗したのでございます、龍之介様…。
18,228,vocs_over_over_monastery2_intro_n08,vocs_monastery2_intro_n08_jp,SHOGUNSON,What is the meaning of this? ,这是什么意思？ ,どういうことですか？ 
18,228,vocs_over_over_monastery2_intro_n09,vocs_monastery2_intro_n09_jp,SHOGUNSON,Uncle? ,叔父？ ,叔父様！ 
18,228,vocs_over_over_monastery2_intro_n10,vocs_monastery2_intro_n10_jp,SHOGUNSON,What are you doing?,你这是做什么？,何をしているのですか？
18,228,vocs_over_over_monastery2_intro_n11,vocs_monastery2_intro_n11_jp,BROGUN,Only what must be done. ,做该做的事罢了。,為すべきことですよ。
18,228,vocs_over_over_monastery2_intro_n12,vocs_monastery2_intro_n12_jp,BROGUN,Masaru …,真申……,勝…。
18,228,vocs_over_over_monastery2_intro_n13,vocs_monastery2_intro_n13_jp,BROGUNSON,Yes father.,遵命，父亲。,はい、父上。
18,228,vocs_over_over_monastery2_intro_n14,vocs_monastery2_intro_n14_jp,SHOGUNSON,"Mugen, please! Explain yourself!",无限，拜托！解释一下!,武源、頼む！説明してくれ！
18,228,vocs_over_over_monastery2_intro_n15,vocs_monastery2_intro_n15_jp,WARRIOR,I … cannot … forgive me…,我……不能……请原谅……,で…できませぬ…すみませぬ…。
18,229,vocs_over_over_monastery2_intro_n16,vocs_monastery2_intro_n16_jp,SHOGUNSON,… Mugen … why?,……无限…为什么?,…武源…どうして…。
18,229,vocs_over_over_monastery2_intro_n17,vocs_monastery2_intro_n17_jp,WARRIOR,Ryūnosuke … ,龙之介…… ,龍之介…。
18,229,vocs_over_over_monastery2_intro_n17a,vocs_monastery2_intro_n17a_jp,WARRIOR,My lord …,少主……,様…。
18,230,vocs_over_over_monastery2_intro_n18,vocs_monastery2_intro_n18_jp,BROGUN,It is finished. ,结束了。 ,終わりだ。 
18,230,vocs_over_over_monastery2_intro_n19,vocs_monastery2_intro_n19_jp,BROGUN,"Masaru, go prepare for our departure.",真申，准备启程。,勝、出発の準備をしろ。
18,230,vocs_over_over_monastery2_intro_n20,vocs_monastery2_intro_n20_jp,BROGUN,"Yes, father.",明白了，父亲。,わかりました、父上。
18,230,vocs_over_over_monastery2_intro_n21,vocs_monastery2_intro_n21_jp,WARRIOR,Why? Why did he have to die? What madness possesses you?,为什么？为什么非杀他不可？你到底在发什么疯？！,なぜ、なぜ殺す必要があったのか？どんな狂った頭をしているか？
18,230,vocs_over_over_monastery2_intro_n22,vocs_monastery2_intro_n22_jp,BROGUN,"This … peace we have now, it is not our way. We are men of the sword. My brother is blind.",现在拥有的所谓和平，不是我想看到的。我们明明是为战而生的人。兄长他却看不到。,この…今ある平和を余は好まぬ。我らは刀を持つものだ。兄は盲目だ。
18,230,vocs_over_over_monastery2_intro_n23,vocs_monastery2_intro_n23_jp,BROGUN,"You of all people should understand. Every man choses his duty. Without duty, life has no purpose.",你作为武士肯定明白。武士要有使命。没有使命，生命毫无意义。,お主たちもわかるはずであろう。武士は義務を負う存在。義務がなければ、命にも意味は無い。
18,230,vocs_over_over_monastery2_intro_n24,vocs_monastery2_intro_n24_jp,BROGUN,And it is my duty to lead Japan back to her true glory.,我的使命即是让日本找回真正的辉煌。,そして、余の義務は日本を真の栄光へ導くこと。
18,230,vocs_over_over_monastery2_intro_n25,vocs_monastery2_intro_n25_jp,BROGUN,"I wonder, now that you have failed in your duty … will you do, what must be done?",既然未能完成使命……你还有什么用？知道该怎么做吧？,お主の義務は果たせぬようではないか…何ができる？何がお前の義務だ？
18,230,vocs_over_over_monastery2_intro_n26,vocs_monastery2_intro_n26_jp,BROGUN,Farewell Mugen. We will not see each other again.,永别了，无限。我们不会再见面了。,別れだ武源。もう会う事はない。
18,231,vocs_over_over_monastery2_briefing_n00,vocs_monastery2_briefing_n00_jp,TRAPPER,No … they took Aiko-san away … where did they take her?,不好……他们把爱子姐带走了……要带她去哪？,駄目…愛琥さんが遠くへ…どこへ連れて行かれちゃうの？
18,231,vocs_over_over_monastery2_briefing_n01,vocs_monastery2_briefing_n01_jp,ALCHEMIST,Such is the extent of his treachery. What will he do to the Shogun's son …,没想到做到如此地步。他到底想对将军的儿子做什么……,これが裏切りの続きじゃな。上様のご子息に何をするつもりなんじゃ。
18,231,vocs_over_over_monastery2_briefing_n02,vocs_monastery2_briefing_n02_jp,NINJA,… Mugen … don't you dare die now. I have to get out … damn it … DAMN IT!,……无限……千万别死。我必须出去……该死……畜生！,…武源…死なないでくれ。ここから出なければ…くそっ…ちくしょう！
18,232,vocs_over_over_monastery2_ninhint1_n00,vocs_monastery2_ninhint1_n00_jp,NINJA,Walls are too slick to climb … damn!,石壁太滑爬不上去……该死！,壁は滑って登れない…くそ！
18,233,vocs_over_over_monastery2_ninhint2_n00,vocs_monastery2_ninhint2_n00_jp,NINJA,Guard looks nervous. Could provoke him … ,守卫看起来很紧张。可以适当刺激他一下……  ,見張りは落ち着きがないな。刺激することもできるか…。
18,234,vocs_over_over_monastery2_ninhint3_n00,vocs_monastery2_ninhint3_n00_jp,NINJA,There's places to hide here. That has to be good for something!,牢里有能藏身的地方。可以利用一下！,ここに隠れられる。何かに使えるかもしれない。
18,235,vocs_over_over_monastery2_trahint1_n00,vocs_monastery2_trahint1_n00_jp,TRAPPER,"There's a ledge below … no, you can't get out. Stupid!",下面有个平台……不行，得先想办法出笼子。笨蛋！,下に岩棚がある…駄目、出られないバカ！
18,236,vocs_over_over_monastery2_trahint2_n00,vocs_monastery2_trahint2_n00_jp,TRAPPER,"Take back rat's tooth from that samurai! No, have to get out first, stupid!",要把“鼠牙”从武士那里拿回来！不行，得先想办法出笼子。笨蛋！,侍からネズミの歯を取り戻せば！駄目よ、出られない、バカ！
18,237,vocs_over_over_monastery2_trahint3_n00,vocs_monastery2_trahint3_n00_jp,TRAPPER,The samurai has evil eyes. They don't like empty cages.,武士的眼睛很贼。笼子空了肯定会被他发现。,空になった檻を見たら、侍は嫌な目をしてる。
18,238,vocs_over_over_monastery2_alchint1_n00,vocs_monastery2_alchint1_n00_jp,ALCHEMIST,I have my cane. I have my leg. Both no use without ammunition.,木腿在，手杖也在，但没有弹药也无济于事。,杖はあり足もある。弾薬がなければ無意味じゃ。
18,239,vocs_over_over_monastery2_alchint2_n00,vocs_monastery2_alchint2_n00_jp,ALCHEMIST,"Hmm, I wonder where Kuma is now.",嗯，不知道小熊现在在哪。,うーむ、クマは今どこにおるかの。
18,240,vocs_over_over_monastery2_alchint3_n00,vocs_monastery2_alchint3_n00_jp,ALCHEMIST,"I could help them both, had I anything to load my rifle with.",我能帮他俩逃脱，只要枪里有子弹就行。,銃に入れる何かがあれば二人を助けられるかもしれん。
18,241,vo_hint_hint_monastery2_overseer_n00,vo_monastery2_overseer_n00_jp,SAMURAI,Look at you … Shinobi filth.,看啊……肮脏的忍者。,見ろ…汚い忍だ。
18,241,vo_hint_hint_monastery2_overseer_n01,vo_monastery2_overseer_n01_jp,SAMURAI,You're nothing without your weapons.,没有武器你什么也干不了。,武器がなければ何もできまい。
18,241,vo_hint_hint_monastery2_overseer_n02,vo_monastery2_overseer_n02_jp,SAMURAI,You stay right where I can see you.,待在我能看见的地方。,見える場所にいろよ。
18,241,vo_hint_hint_monastery2_overseer_n03,vo_monastery2_overseer_n03_jp,SAMURAI,"Still clinging to life, are we?",还在垂死挣扎呢，啊？,まだ生きることにこだわるか？
18,241,vo_hint_hint_monastery2_overseer_n04,vo_monastery2_overseer_n04_jp,SAMURAI,"You will die in here, old fool.",你早晚死在这里，老傻帽。,ここで死ぬんだ、老人め。
18,241,vo_hint_hint_monastery2_overseer_n05,vo_monastery2_overseer_n05_jp,SAMURAI,None of your friends can reach you here.,你的朋友都过不来的。,仲間の誰も助けてはくれん。
18,241,vo_hint_hint_monastery2_overseer_n06,vo_monastery2_overseer_n06_jp,SAMURAI,"Not so clever now, are we?",你不是很会耍小聪明吗，来啊？,あまり賢くはないようだな？
18,241,vo_hint_hint_monastery2_overseer_n07,vo_monastery2_overseer_n07_jp,SAMURAI,Murdering child … you are despicable.,小小年纪就学着杀人……真是贱。,人殺しのわっぱ…卑劣な奴だ。
18,241,vo_hint_hint_monastery2_overseer_n08,vo_monastery2_overseer_n08_jp,SAMURAI,Your little dagger is mine now.,你那把小刀我就收下了。,短刀は俺のものだ。
18,242,vocs_over_over_monastery2_pellets_n00,vocs_monastery2_pellets_n00_jp,TANUKI,Meep!,咪!,みー！
18,242,vocs_over_over_monastery2_pellets_n01,vocs_monastery2_pellets_n01_jp,ALCHEMIST,"Kuma! Hehe, you came! And what's that in your mouth?",小熊！嘿嘿，你来了！你嘴里衔的是什么？,クマ！へへ、よく来た！口にあるものはなんじゃの？
18,242,vocs_over_over_monastery2_pellets_n01a,vocs_monastery2_pellets_n01a_jp,ALCHEMIST,"Kuma! Hehe, you came! And what did you throw me just now?",小熊！嘿嘿，你来了！你刚刚扔给我的是什么？,クマ！へへ、よく来た！今放ってくれたのはなんじゃの？
18,242,,vocs_monastery2_pellets_n02_jp,TANUKI,Meep!,咪!,みー！
18,242,vocs_over_over_monastery2_pellets_n03,vocs_monastery2_pellets_n03_jp,ALCHEMIST,A bag of ammunition. My thanks. Maybe there's still hope left.,原来是弹药包，非常感谢。真是雪中送炭啊。,弾薬の袋じゃ。ありがたいのぅ。希望はまだあるかもしれんな。
18,243,vocs_over_over_monastery2_vineshot_n00,vocs_monastery2_vineshot_n00_jp,NINJA,"What the … no idea how he did that, but I'll take it.",什么情况……虽然不知道是怎么做到的，总之谢谢了。,なっ…どうやってかは知らんが、ありがたい。
18,244,vocs_over_over_monastery2_cageshot_n00,vocs_monastery2_cageshot_n00_jp,TRAPPER,"Ah! … Thank you, Takuma-sensei!",啊！……谢谢，琢磨师父！,あぁ！…ありがとうございます、巧磨先生！
18,245,vocs_over_over_monastery2_knife_n00,vocs_monastery2_knife_n00_jp,TRAPPER,"Yes! Fast and sharp, just like me!",我的小刀，灵活又锋利，就像我一样！,そうよ！機敏で鋭利で、まるであたし！
18,246,vocs_over_over_monastery2_escape1_n00,vocs_monastery2_escape1_n00_jp,NINJA,"OK. Have to be fast. Overseer's on patrol, and he's checking the cells.",好，动作要快。有狱卒在巡查，很快就会发现牢房空了。,よし、急ごう。見張りが辺りを回って、独房を確認している。
18,246,vocs_over_over_monastery2_escape1_n01,vocs_monastery2_escape1_n01_jp,TRAPPER,"Quick! The samurai with the evil eyes, he'll see that you're gone.",快点！那个武士眼睛很贼的，很快就会发现我逃跑啦。,急いで！侍の目は抜け出したのに気づいてしまうから。
18,247,vocs_over_over_monastery2_freenin_n00,vocs_monastery2_freenin_n00_jp,NINJA,Quick! We have to get to the others!,快！一起去救其他人！,急いで！他を助けに行かないと。
18,248,vocs_over_over_monastery2_freetra_n00,vocs_monastery2_freetra_n00_jp,TRAPPER,Thank you! The others need our help!,谢谢！其他人也需要我们帮忙！,ありがとう！皆が助けをもとめてる！
18,249,vocs_over_over_monastery2_freealc_n00,vocs_monastery2_freealc_n00_jp,ALCHEMIST,"Ah, thank you. We have no time to lose.",啊，谢谢。抓紧时间去救其他人把。,あぁ、感謝じゃ。時間はないの。
18,250,vocs_over_over_monastery2_escape2_n00,vocs_monastery2_escape2_n00_jp,SAMURAI,Raise the alarm! Someone escaped! Secure the exit! Let no one leave the prison!,快发警报！有人逃跑了！看住出口！别让任何人逃出监狱！,警報だ！誰か逃げたぞ！出口を守れ、牢屋から離れるな！
18,251,vocs_over_over_monastery2_escape3nin_n00,vocs_monastery2_escape3nin_n00_jp,NINJA,I'll kill that Noboru and his brat.,我要杀了昇和他的小崽子。,昇とそのガキを殺す。
