lvl,sec,voen,vojp,s,en,cn,jp
24,59,vocs_over_over_finalcastle_briefing_n00,vocs_finalcastle_briefing_n00_jp,NINJA,"That's as far as that wagon will get us. You ready, old man?",马车只能带到我们这儿了。准备好了吗，老爷子？,あの荷馬車で行けるのはそこまでだ。準備はいいかい、爺さん？
24,59,vocs_over_over_finalcastle_briefing_n01,vocs_finalcastle_briefing_n01_jp,ALCHEMIST,"Hehe, the excitement is quite rejuvenating. Even Kuma is eager.",呵呵呵，老夫早已心潮澎湃，仿佛又回到年轻的时候。就连小熊都迫不及待了。,ほっほ、興奮すると若返るのう。クマでさえやる気満々じゃ。
24,59,vocs_over_over_finalcastle_briefing_n02,vocs_finalcastle_briefing_n02_jp,TANUKI,… !,……!,…!
24,59,vocs_over_over_finalcastle_briefing_n03,vocs_finalcastle_briefing_n03_jp,NINJA,Yes quite. The others should be in position by now.,的确如此。其他人应该也已经就位了。,そうだな。他の奴らもそろそろ配置についた頃か。
24,59,vocs_over_over_finalcastle_briefing_n04,vocs_finalcastle_briefing_n04_jp,TRAPPER,"Up here, Aiko-san! We're almost there.",这边，爱子姐！马上就到了。,こっちだよ、愛琥さん！もうじき着くよ。
24,59,vocs_over_over_finalcastle_briefing_n05,vocs_finalcastle_briefing_n05_jp,GEISHA,"Your navigation skills are impressive, Yuki-chan. ",你的寻路本领真了不起，友希小妹。 ,大した航行技術ね、雪ちゃん。 
24,59,vocs_over_over_finalcastle_briefing_n06,vocs_finalcastle_briefing_n06_jp,GEISHA,"Now, we have a hard task ahead of us.",接下来，好戏即将开演。,さあ、これからが大仕事ね。
24,59,vocs_over_over_finalcastle_briefing_n07,vocs_finalcastle_briefing_n07_jp,GEISHA,Lord Noboru is at the heart of his castle.,昇正在城中心的位置。,昇は城の中心部に居るわ。
24,59,vocs_over_over_finalcastle_briefing_n08,vocs_finalcastle_briefing_n08_jp,NINJA,It doesn't look like there's an easy way to reach Noboru.,看来要接近昇也没那么容易。,昇に近づくのは容易ではなさそうだな。
24,59,vocs_over_over_finalcastle_briefing_n09,vocs_finalcastle_briefing_n09_jp,ALCHEMIST,The best paths are often hidden from view.,捷径往往隐藏在暗处。,最善の道は常々見えない所にあるもんじゃ。
24,59,vocs_over_over_finalcastle_briefing_n10,vocs_finalcastle_briefing_n10_jp,ALCHEMIST,Remember what I told you before. The wells are all connected with each other.,我之前也和你说过，这些井都是相通的。,ワシが前に教えたことを思い出せ。井戸はそれぞれ繋がっておるんじゃ。
24,59,vocs_over_over_finalcastle_briefing_n11,vocs_finalcastle_briefing_n11_jp,NINJA,So we use the wells to get into the upper castle.,也就是说，可以通过这些井到达城的上部。,では城の上部に行くには井戸が使えるってことだな。
24,59,vocs_over_over_finalcastle_briefing_n12,vocs_finalcastle_briefing_n12_jp,GEISHA,Takuma-san expected the wells to be secured with locks.,琢磨大师早料到这些井已上锁。,巧磨様は井戸には鍵がかかって入れないとみているわ。
24,59,vocs_over_over_finalcastle_briefing_n13,vocs_finalcastle_briefing_n13_jp,TRAPPER,"Locks have keys, right.",有锁就有钥匙。,錠前には鍵がある。
24,59,vocs_over_over_finalcastle_briefing_n14,vocs_finalcastle_briefing_n14_jp,TRAPPER,I can find a key!,我能找到钥匙！,あたし、鍵を探せるよ！
