lvl,sec,voen,vojp,s,en,cn,jp
6,361,vocs_over_over_snowcity_post_n00,vocs_snowcity_post_n00_jp,WARRIOR, ... I did not expect this. Most fortunate indeed., ……完全没料到这个，不过还真是幸运啊。, …まさかこんな物がな。幸運だな、確かに。
6,361,vocs_over_over_snowcity_post_n01,vocs_snowcity_post_n01_jp,TRAPPER,Huh?,嗯?,えっ？
6,361,vocs_over_over_snowcity_post_n02,vocs_snowcity_post_n02_jp,WARRIOR,"These documents are proof that Lord Yabu is responsible for  the weapon transports. And there is something else, a name I thought I'd never hear again.",薮大人就是武器运输的负责人，这些文件就是铁证。另外有个名字我还以为再也不会听到了。,この文書は藪大名が武器輸送に関わっていることを証明する。さらに、もう二度と聞くことはないと思っていた名前があった。
6,361,,vocs_snowcity_post_n02a_jp,WARRIOR,These documents are proof that Lord Yabu is responsible for  the weapon transports. And there is something else... A name I have not heard for many years.,薮大人就是武器运输的负责人，这些文件就是铁证。另外有个名字我已多年没听到了。,この文書は藪大名が武器輸送に関わっていることを証明する。さらに、それだけではない…何年も聞く事のなかった名だ。
6,361,vocs_over_over_snowcity_post_n03,vocs_snowcity_post_n03_jp,NINJA,"Still at it, huh.",还在研究呢，哈。,まだしてるか、ん？
6,361,vocs_over_over_snowcity_post_n04,vocs_snowcity_post_n04_jp,TRAPPER,Sensei!,师傅！,先生。
6,361,vocs_over_over_snowcity_post_n05,vocs_snowcity_post_n05_jp,WARRIOR,"Ah, Hayato-san. Have you decided to join us?",啊，隼人先生。决定加入我们了？,おお、隼人殿、加わってくれると決めたか？
6,361,vocs_over_over_snowcity_post_n06,vocs_snowcity_post_n06_jp,NINJA,What can I say? The Shogun pays well.,将军给的报酬很高，我还能说啥。,なんというかな、上様は気前がいいんでね。
6,361,vocs_over_over_snowcity_post_n07,vocs_snowcity_post_n07_jp,WARRIOR,Take a look at this.,呵，看看这个。,これを見てくれ。
6,361,vocs_over_over_snowcity_post_n08,vocs_snowcity_post_n08_jp,WARRIOR,We have found evidence that Takuma-san is alive.,从收集的情报来看，琢磨先生还活着。,この文書に巧磨殿についてのことが記されている。
6,361,vocs_over_over_snowcity_post_n09,vocs_snowcity_post_n09_jp,NINJA,"Takuma-san … wait, the old marksman who helped us at Osaka Castle? I thought he got killed by a cannon!",琢磨先生……等等，就那个枪法很神在大阪城帮咱们的老头？我还以为他早被火炮炸死了！,巧磨…待て、あの大阪城で助けてくれた射手の爺さん？大砲で死んだかと思っていた。
6,361,vocs_over_over_snowcity_post_n10,vocs_snowcity_post_n10_jp,WARRIOR,"Apparently he survived. The documents mention him as a prisoner of Lord Yabu, held captive at an old temple on Mount Tsuru.",显然他没死。这文件里提到他被薮大人囚禁在鹤山上的一座古庙里。,どうやら生きているらしい。文書によれば藪大名のもとで捕らえらている。鶴山にある古い寺院だ。
6,361,vocs_over_over_snowcity_post_n11,vocs_snowcity_post_n11_jp,NINJA,Huh … that's not far from Imai town.,嗯……那儿离今井镇不远。,ふむ…今井町からはそう遠くないな。
6,361,,vocs_snowcity_post_n11a_jp,NINJA,Huh .... Tough old man. Wonder what they want with him there.,嗯……老头命很硬啊。但不知道他们把他关在那所为何事。,ふっ…丈夫な爺さんだ。何のためにそこで捕らえているのだろうな。
6,361,vocs_over_over_snowcity_post_n12,vocs_snowcity_post_n12_jp,WARRIOR,Indeed. I suspect this temple to be the origin of the illegal weapon transports.,老人确实值得钦佩。而且我怀疑这座寺庙就是非法武器运输的源头所在。,確かに。その寺院は元々は違法武器の輸送で使われておったと疑っておる。
6,361,,vocs_snowcity_post_n12a_jp,WARRIOR,We will find out soon. This temple must be the origin of the illegal weapon transports.,这点很快就会弄清的。另外此庙肯定是非法武器运输的源头所在。,すぐにわかろう。その寺院は元々違法武器の輸送に使われたに違いない。
6,361,vocs_over_over_snowcity_post_n13,vocs_snowcity_post_n13_jp,TRAPPER,Uhm … who's Takuma-san?,嗯……琢磨先生是谁啊？,うーん…巧磨って？
6,361,vocs_over_over_snowcity_post_n14,vocs_snowcity_post_n14_jp,WARRIOR,A man we owe a great debt. I will head for Mount Tsuru at once.,我们欠他很大一份人情。我这就去鹤山走一遭。,借りのある人だ。拙者はすぐに鶴山に向かおう。
6,361,vocs_over_over_snowcity_post_n15,vocs_snowcity_post_n15_jp,NINJA,What about us?,那我们呢？,俺たちはどうすればいい？
6,361,vocs_over_over_snowcity_post_n16,vocs_snowcity_post_n16_jp,WARRIOR,"A confrontation with Lord Yabu seems more and more likely. We must gather information, in case we need to act fast.",与薮大人交锋的可能性越来越大了。我们必须收集更多情报，做好迅速出击的准备。,藪大名との対立はさらに有り得そうになった。情報を集めて、すぐさま行動を起こすべきだ。
6,361,vocs_over_over_snowcity_post_n17,vocs_snowcity_post_n17_jp,NINJA,Don't you need help at the temple?,你去寺庙不用我搭把手吗？,寺での助けはほしくないのか？
6,361,vocs_over_over_snowcity_post_n18,vocs_snowcity_post_n18_jp,WARRIOR,"Do not worry, Hayato-san. I will meet with an old associate of mine.",别担心，隼人先生。我去见一位老朋友。,心配はいらぬ、隼人殿。拙者の昔からの付き合いのある方と向かう。
6,361,vocs_over_over_snowcity_post_n19,vocs_snowcity_post_n19_jp,WARRIOR,"Besides, I promised Yuki-chan that she could learn from you.",此外，我答应过友希妹妹，让她拜你为师。,ところで、雪殿がお主から指導を受けられるようにすると約束をしておる。
6,361,vocs_over_over_snowcity_post_n20,vocs_snowcity_post_n20_jp,NINJA,Wait ... you did what?,等等，…你说啥？,待て…何だって？
6,361,vocs_over_over_snowcity_post_n21,vocs_snowcity_post_n21_jp,WARRIOR,The two of you will scout the Lord Yabu's residence. I left some directions on the table.,你们二人的任务是侦察薮大人的宅邸。桌子上我留了一些情报。,二人で藪大名の御殿へ偵察に行ってもらう。卓上に指示は残しておいた。
6,361,vocs_over_over_snowcity_post_n22,vocs_snowcity_post_n22_jp,WARRIOR,"Find out everything you can, then wait for my return.",查的越细越好，然后等我回来。,見つけられるものは全て見つけて、拙者の帰りを待たれよ。
6,361,vocs_over_over_snowcity_post_n23,vocs_snowcity_post_n23_jp,TRAPPER,Who is he meeting?,他去见谁啊？,会うって言ってたのは誰かしら？
6,361,vocs_over_over_snowcity_post_n24,vocs_snowcity_post_n24_jp,NINJA,"Hmm, I think we'll find out soon.",嗯，我想答案很快就会揭晓。,ふん、まぁすぐに分かるだろう。
